# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/1702.1.all.q/genomes/tb927_5/tb927_5.gtf" "-o" "/tmp/1702.1.all.q/B_tot_2/counts.txt" "/tmp/1702.1.all.q/B_tot_2/B_tot_2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/1702.1.all.q/B_tot_2/B_tot_2_sorted.bam
Tb11.0750	tryp_XI-1133d10.q1k	14558	16078	+	1521	0
Tb11.1140	tryp_XI-374h12.q2kA203	855	1748	-	894	0
Tb11.1150	tryp_XI-374h12.q2kA203	4293	4763	-	471	0
Tb11.1160	tryp_XI-374h12.q2kA203	5834	6367	-	534	0
Tb11.1170	tryp_XI-374h12.q2kA203	7965	9494	-	1530	0
Tb11.1180	tryp_XI-374h12.q2kA203	15116	16951	+	1836	0
Tb10.v4.0063	tryp_X-174f04.q1c	2597	4019	-	1423	0
Tb10.v4.0064	tryp_X-174f04.q1c	12637	14127	+	1491	0
Tb10.v4.0065	tryp_X-174f04.q1c	16398	19193	+	2796	1
Tb10.v4.0066	tryp_X-174f04.q1c	19761	20072	+	312	0
Tb10.v4.0067	tryp_X-174f04.q1c	20639	21634	+	996	0
Tb11.0570	tryp_XI-1094c12.q2k740	2554	4125	-	1572	0
Tb11.0580	tryp_XI-1094c12.q2k740	5299	6642	-	1344	0
Tb11.0590	tryp_XI-1094c12.q2k740	9100	10632	-	1533	1
Tb11.0600	tryp_XI-1094c12.q2k740	11720	12196	-	477	0
Tb11.0060	tryp_XI-1011b06.p1k	4753	5436	+	684	0
Tb11.0070	tryp_XI-1011b06.p1k	6567	7289	+	723	0
Tb11.0080	tryp_XI-1011b06.p1k	11822	12454	+	633	0
Tb10.v4.0212	tryp_X-448g06.q1c	367	1763	-	1397	0
Tb10.v4.0213	tryp_X-448g06.q1c	9736	10727	-	992	91
Tb10.v4.0214	tryp_X-448g06.q1c	15223	15918	-	696	367
Tb10.v4.0215	tryp_X-448g06.q1c	16478	19641	-	3164	1798
Tb10.v4.0216	tryp_X-448g06.q1c	21142	24576	-	3435	3106
Tb10.v4.0217	tryp_X-448g06.q1c	25605	26511	-	907	1956
Tb10.v4.0218	tryp_X-448g06.q1c	28610	34181	-	5572	5635
Tb10.v4.0219	tryp_X-448g06.q1c	35071	35766	-	696	511
Tb10.v4.0220	tryp_X-448g06.q1c	36829	37831	-	1003	233
Tb10.v4.0221	tryp_X-448g06.q1c	39658	40903	-	1246	1037
Tb10.v4.0084	tryp_X-206a03.p1c	5203	5943	-	741	9
Tb10.v4.0085	tryp_X-206a03.p1c	8541	10190	-	1650	0
Tb10.v4.0086	tryp_X-206a03.p1c	11885	13107	-	1223	0
Tb10.v4.0087	tryp_X-206a03.p1c	15357	16709	-	1353	0
Tb10.v4.0088	tryp_X-206a03.p1c	18642	20135	-	1494	0
Tb10.v4.0089	tryp_X-206a03.p1c	22009	23403	-	1395	0
Tb10.v4.0090	tryp_X-206a03.p1c	23647	24585	-	939	19
Tb09.v4.0066	tryp_IXb-217g08.q1c	624	5154	+	4531	2498
Tb09.v4.0067	tryp_IXb-217g08.q1c	5188	6881	-	1694	2865
Tb09.v4.0068	tryp_IXb-217g08.q1c	7318	8250	+	933	0
Tb09.v4.0069	tryp_IXb-217g08.q1c	10562	12331	+	1770	0
Tb09.v4.0070	tryp_IXb-217g08.q1c	13659	15167	+	1509	0
Tb09.v4.0071	tryp_IXb-217g08.q1c	20520	22236	+	1717	0
Tb09.v4.0072	tryp_IXb-217g08.q1c	22764	24183	+	1420	0
Tb09.v4.0073	tryp_IXb-217g08.q1c	25983	27434	+	1452	0
Tb09.v4.0074	tryp_IXb-217g08.q1c	28828	30141	+	1314	0
Tb09.v4.0075	tryp_IXb-217g08.q1c	30359	38338	+	7980	29
Tb09.v4.0076	tryp_IXb-217g08.q1c	40261	41046	+	786	0
Tb09.v4.0077	tryp_IXb-217g08.q1c	42244	45476	+	3233	0
Tb09.v4.0078	tryp_IXb-217g08.q1c	45638	46444	+	807	0
Tb09.v4.0079	tryp_IXb-217g08.q1c	50672	52344	+	1673	12
Tb09.v4.0080	tryp_IXb-217g08.q1c	53715	54698	+	984	2
Tb09.v4.0081	tryp_IXb-217g08.q1c	54844	56392	+	1549	0
Tb09.v4.0082	tryp_IXb-217g08.q1c	58037	59606	+	1570	0
Tb09.v4.0083	tryp_IXb-217g08.q1c	60642	61655	+	1014	18
Tb09.v4.0084	tryp_IXb-217g08.q1c	61967	63462	+	1496	0
Tb09.v4.0085	tryp_IXb-217g08.q1c	65131	66633	+	1503	0
Tb09.v4.0086	tryp_IXb-217g08.q1c	66773	67165	-	393	1
Tb09.v4.0087	tryp_IXb-217g08.q1c	67885	69569	+	1685	0
Tb10.v4.0068	tryp_X-179b07.p1c	4	949	+	946	1
Tb10.v4.0069	tryp_X-179b07.p1c	2114	2488	+	375	0
Tb10.v4.0070	tryp_X-179b07.p1c	4531	6063	+	1533	0
Tb10.v4.0071	tryp_X-179b07.p1c	9898	11532	+	1635	16
Tb10.v4.0072	tryp_X-179b07.p1c	13923	15621	+	1699	0
Tb10.v4.0047	TPB1C9-1a08.q1k	1568	3197	+	1630	0
Tb10.v4.0048	TPB1C9-1a08.q1k	4591	6249	+	1659	0
Tb10.v4.0049	TPB1C9-1a08.q1k	7741	8277	-	537	2
Tb10.v4.0050	TPB1C9-1a08.q1k	9178	9609	+	432	0
Tb10.v4.0051	TPB1C9-1a08.q1k	10223	10708	-	486	11
Tb09.v4.0189	tryp_IXb-73h01.q1c	1	1089	-	1089	0
Tb09.v4.0190	tryp_IXb-73h01.q1c	3127	4496	-	1370	0
Tb09.v4.0191	tryp_IXb-73h01.q1c	6898	8394	-	1497	0
Tb09.v4.0192	tryp_IXb-73h01.q1c	10419	11897	-	1479	0
Tb09.v4.0193	tryp_IXb-73h01.q1c	13374	15666	-	2293	1
Tb09.v4.0194	tryp_IXb-73h01.q1c	15085	18016	-	2932	2
Tb09.v4.0195	tryp_IXb-73h01.q1c	20332	21833	-	1502	1
Tb09.v4.0196	tryp_IXb-73h01.q1c	23109	24656	-	1548	10
Tb09.v4.0197	tryp_IXb-73h01.q1c	26869	28377	-	1509	0
Tb09.v4.0198	tryp_IXb-73h01.q1c	29438	35859	-	6422	32
Tb10.v4.0228	tryp_X-48f04.q1c	1	504	-	504	1
Tb10.v4.0229	tryp_X-48f04.q1c	1457	2854	-	1398	0
Tb10.v4.0230	tryp_X-48f04.q1c	4296	5836	-	1541	2
Tb10.v4.0231	tryp_X-48f04.q1c	7571	8995	-	1425	1
Tb09.v4.0047	TP29O12a-1b01.p1k	1571	6824	+	5254	50
Tb09.v4.0048	TP29O12a-1b01.p1k	9201	10341	+	1141	0
Tb09.v4.0049	TP29O12a-1b01.p1k	14534	15760	+	1227	0
Tb09.v4.0050	TP29O12a-1b01.p1k	17790	19241	+	1452	0
Tb09.v4.0051	TP29O12a-1b01.p1k	21591	23072	+	1482	0
Tb09.v4.0052	TP29O12a-1b01.p1k	24218	26220	+	2003	1
Tb09.v4.0053	TP29O12a-1b01.p1k	27945	28796	+	852	0
Tb10.v4.0197	tryp_X-36a02.p1c	2169	3197	+	1029	0
Tb10.v4.0198	tryp_X-36a02.p1c	3609	4856	+	1248	0
Tb10.v4.0199	tryp_X-36a02.p1c	6019	6426	+	408	0
Tb10.v4.0200	tryp_X-36a02.p1c	7278	8984	+	1707	0
Tb10.v4.0201	tryp_X-36a02.p1c	9595	10080	+	486	0
Tb10.v4.0202	tryp_X-36a02.p1c	12492	12902	+	411	0
Tb10.v4.0203	tryp_X-36a02.p1c	15374	15749	+	376	0
Tb09.v4.0146	tryp_IXb-277d03.p1c	1504	3717	+	2214	1817
Tb09.v4.0147	tryp_IXb-277d03.p1c	4634	5986	+	1353	1221
Tb09.v4.0148	tryp_IXb-277d03.p1c	7730	9064	+	1335	1031
Tb09.v4.0149	tryp_IXb-277d03.p1c	10828	12090	+	1263	1254
Tb11.1420	tryp_XI-476g10.q2k4126	2135	20921	+	18787	11827
Tb11.1210	tryp_XI-396e01.q2k3025	405	2177	+	1773	942
Tb11.1220	tryp_XI-396e01.q2k3025	2346	4951	+	2606	3268
Tb11.1230	tryp_XI-396e01.q2k3025	5353	8064	+	2712	603
Tb11.1240	tryp_XI-396e01.q2k3025	10268	11487	+	1220	606
Tb10.v4.0144	tryp_X-302f11.q1ca	28722	29129	-	408	0
Tb10.v4.0145	tryp_X-302f11.q1ca	29741	31216	-	1476	0
Tb10.v4.0146	tryp_X-302f11.q1ca	32388	34585	-	2198	0
Tb10.v4.0147	tryp_X-302f11.q1ca	34899	35768	-	870	0
Tb10.v4.0148	tryp_X-302f11.q1ca	37105	38958	-	1854	0
Tb10.v4.0149	tryp_X-302f11.q1ca	40324	41821	-	1498	0
Tb10.v4.0150	tryp_X-302f11.q1ca	44039	45564	-	1526	0
Tb10.v4.0151	tryp_X-302f11.q1ca	47329	48854	-	1526	0
Tb10.v4.0152	tryp_X-302f11.q1ca	50692	52317	-	1626	3
Tb10.v4.0153	tryp_X-302f11.q1ca	53963	55488	-	1526	9
Tb10.v4.0154	tryp_X-302f11.q1ca	57432	58971	-	1540	0
Tb10.v4.0155	tryp_X-302f11.q1ca	61147	61512	-	366	0
Tb10.v4.0156	tryp_X-302f11.q1ca	62040	62684	-	645	0
Tb10.v4.0157	tryp_X-302f11.q1ca	63371	64685	-	1315	0
Tb11.0050	tryp_XI-1007c06.p1k	10675	11628	-	954	11
Tb11.1000	tryp_XI-270f07.q2k6013	622	2825	+	2204	735
Tb11.1010	tryp_XI-270f07.q2k6013	3834	6199	+	2366	609
Tb11.1020	tryp_XI-270f07.q2k6013	8348	9344	+	997	345
Tb10.v4.0245	tryp_X-68d04.q1c	202	1766	+	1565	1328
Tb10.v4.0246	tryp_X-68d04.q1c	2803	4791	+	1989	1074
Tb10.v4.0247	tryp_X-68d04.q1c	6449	8851	+	2403	1584
Tb10.v4.0248	tryp_X-68d04.q1c	9003	10102	+	1100	594
Tb10.v4.0249	tryp_X-68d04.q1c	11206	14739	+	3534	2104
Tb10.v4.0250	tryp_X-68d04.q1c	14751	15887	-	1137	828
Tb11.1270	tryp_XI-431h02.p1k	2754	4085	+	1332	0
Tb11.1280	tryp_XI-431h02.p1k	4783	5586	+	804	0
Tb11.1290	tryp_XI-431h02.p1k	9593	10513	+	921	0
Tb11.1300	tryp_XI-431h02.p1k	12138	13322	+	1185	0
Tb11.1310	tryp_XI-431h02.p1k	13810	14415	+	606	0
Tb10.v4.0058	tryp_X-155h05.q1c	5281	6702	-	1422	0
Tb10.v4.0059	tryp_X-155h05.q1c	6842	7894	-	1053	2
Tb10.v4.0060	tryp_X-155h05.q1c	10058	10832	-	775	0
Tb10.v4.0061	tryp_X-155h05.q1c	11219	12773	-	1555	0
Tb10.v4.0062	tryp_X-155h05.q1c	14452	16026	-	1575	0
Tb11.0910	tryp_XI-256a10.p1c	3074	4720	-	1647	0
Tb11.0920	tryp_XI-256a10.p1c	6599	8068	-	1470	0
Tb11.0930	tryp_XI-256a10.p1c	9555	10639	-	1085	0
Tb11.0950	tryp_XI-256a10.p1c	14750	16147	-	1398	0
Tb11.0960	tryp_XI-256a10.p1c	17567	19303	+	1737	0
Tb11.1030	tryp_XI-311f03.p2k913w	3449	4264	+	816	0
Tb11.1040	tryp_XI-311f03.p2k913w	6089	7560	+	1472	5
Tb10.v4.0100	tryp_X-232f09.q1c	1011	3177	-	2167	5
Tb10.v4.0101	tryp_X-232f09.q1c	3660	4461	-	802	6
Tb10.v4.0102	tryp_X-232f09.q1c	6134	7615	+	1482	0
Tb10.v4.0103	tryp_X-232f09.q1c	8895	9870	+	976	5
Tb10.v4.0104	tryp_X-232f09.q1c	10185	11456	+	1272	0
Tb11.1560	tryp_XI-887c11.p1k	3498	13844	+	10347	50
Tb11.1570	tryp_XI-887c11.p1k	14245	16154	+	1910	4
Tb09.v4.0041	TP26P4-6c09.p1k	865	2803	+	1939	42
Tb09.v4.0042	TP26P4-6c09.p1k	5043	9041	+	3999	99
Tb09.v4.0043	TP26P4-6c09.p1k	13850	15346	-	1497	0
Tb09.v4.0044	TP26P4-6c09.p1k	19413	20819	+	1407	0
Tb09.v4.0045	TP26P4-6c09.p1k	21862	22389	+	528	3
Tb09.v4.0046	TP26P4-6c09.p1k	23117	24394	+	1278	0
Tb11.0970	tryp_XI-266b02.p1c	2383	3224	-	842	0
Tb11.0980	tryp_XI-266b02.p1c	5849	7267	-	1419	0
Tb11.0990	tryp_XI-266b02.p1c	9097	10557	-	1461	0
Tb10.v4.0194	tryp_X-333c11.p1c	983	1639	+	657	0
Tb10.v4.0195	tryp_X-333c11.p1c	3664	4458	+	795	0
Tb10.v4.0196	tryp_X-333c11.p1c	20014	23751	+	3738	0
Tb11.1080	tryp_XI-321e04.q2k4065	5390	6627	+	1238	0
Tb11.1580	tryp_XI-891h01.q1k	8896	10188	-	1293	0
Tb11.1590	tryp_XI-891h01.q1k	12274	13746	-	1473	0
Tb11.1600	tryp_XI-891h01.q1k	14902	20000	-	5099	0
Tb10.v4.0241	tryp_X-54d09.q1c	1839	7553	-	5715	402
Tb10.v4.0242	tryp_X-54d09.q1c	8366	8812	-	447	0
Tb10.v4.0243	tryp_X-54d09.q1c	11360	12451	-	1092	0
Tb10.v4.0244	tryp_X-54d09.q1c	12931	13833	-	903	0
Tb10.v4.0222	tryp_X-46d09.q1c	1	951	-	951	0
Tb10.v4.0223	tryp_X-46d09.q1c	954	1391	-	438	0
Tb10.v4.0224	tryp_X-46d09.q1c	1549	2619	-	1071	0
Tb10.v4.0225	tryp_X-46d09.q1c	3740	5260	-	1521	0
Tb10.v4.0226	tryp_X-46d09.q1c	7631	8986	-	1356	0
Tb10.v4.0227	tryp_X-46d09.q1c	9680	12326	-	2647	0
Tb11.0520	tryp_XI-1084b11.p1k	1702	2628	-	927	618
Tb11.0530	tryp_XI-1084b11.p1k	2979	4536	-	1558	705
Tb11.0540	tryp_XI-1084b11.p1k	4779	7999	-	3221	2253
Tb11.0550	tryp_XI-1084b11.p1k	8382	8993	-	612	261
Tb11.0560	tryp_XI-1084b11.p1k	9087	13523	-	4437	4648
Tb927.11.18650	Tb927_11_LH_fork_v5.1	5272	6268	-	997	317
Tb927.11.18660	Tb927_11_LH_fork_v5.1	8417	10782	-	2366	572
Tb927.11.18670	Tb927_11_LH_fork_v5.1	11791	13994	-	2204	762
Tb11.1690	tryp_XI-944h10.q1k	1907	3457	+	1551	0
Tb11.1700	tryp_XI-944h10.q1k	4418	11661	+	7244	0
Tb11.1250	tryp_XI-425g10.p1k	2318	3133	+	816	0
Tb11.1260	tryp_XI-425g10.p1k	7937	9011	+	1075	0
Tb09.v4.0058	tryp_IXa-16h03.q1c	1491	3431	+	1941	736
Tb09.v4.0059	tryp_IXa-16h03.q1c	4347	7176	+	2830	1707
Tb09.v4.0060	tryp_IXa-16h03.q1c	7387	9852	+	2466	1377
Tb11.0040	tryp_XI-1007b07.p1k	6999	8491	-	1493	1
Tb11.1050	tryp_XI-314d08.p1ka	2	1545	-	1544	0
Tb11.1060	tryp_XI-314d08.p1ka	3406	4992	-	1587	0
Tb11.1070	tryp_XI-314d08.p1ka	7482	9005	-	1524	0
Tb11.0760	tryp_XI-1138e03.p1k	4266	4763	+	498	0
Tb11.0770	tryp_XI-1138e03.p1k	4765	5778	+	1014	0
Tb11.0780	tryp_XI-1138e03.p1k	6352	7530	+	1179	0
Tb11.1190	tryp_XI-390c04.p2kA614	531	10553	+	10023	280
Tb11.1200	tryp_XI-390c04.p2kA614	10574	13291	+	2718	446
Tb09.v4.0016	TP26P4-1a02.q1ka	142	1819	-	1678	741
Tb09.v4.0017	TP26P4-1a02.q1ka	7197	10138	+	2942	2338
Tb09.v4.0018	TP26P4-1a02.q1ka	10465	11737	+	1273	927
Tb09.v4.0020	TP26P4-1a02.q1ka	12555	15774	+	3220	21
Tb10.v4.0052	Tp_ends-39g01.p1k	50	14692	-	14643	4768
Tb11.1670	tryp_XI-905b11.p1k	2338	4017	-	1680	0
Tb11.1680	tryp_XI-905b11.p1k	8750	9682	-	933	0
Tb10.v4.0158	tryp_X-313e04.q2kB520	3411	8345	+	4935	22
Tb10.v4.0159	tryp_X-313e04.q2kB520	6754	16976	+	10223	123
Tb11.1800	tryp_XI-976e03.p2kA567	14512	17218	-	2707	1054
Tb927.11.18680	Tb927_11_Homologues_1_v5.1	143	1264	-	1122	7886
Tb11.1120	tryp_XI-361h08.q1k	152	3762	+	3611	25
Tb11.1130	tryp_XI-361h08.q1k	11748	13166	+	1419	0
Tb11.1810	tryp_XI-983f02.p1k	12278	13042	-	765	2849
Tb11.0830	tryp_XI-139f04.p1c	3304	4530	-	1227	0
Tb11.0630	tryp_XI-1126c12.p1k	1970	3290	-	1321	0
Tb11.0640	tryp_XI-1126c12.p1k	4837	6338	-	1502	0
Tb11.0650	tryp_XI-1126c12.p1k	9151	10452	-	1302	0
Tb09.v4.0199	tryp_IXb-86g11.p1c	270	1574	-	1305	0
Tb09.v4.0200	tryp_IXb-86g11.p1c	4976	6545	-	1570	2
Tb09.v4.0201	tryp_IXb-86g11.p1c	6937	8016	-	1080	225
Tb09.v4.0202	tryp_IXb-86g11.p1c	9226	10680	-	1455	0
Tb07.11L3.90	11L3_v3	23858	29262	-	5405	4173
Tb07.11L3.100	11L3_v3	30224	48500	-	18277	20047
Tb10.v4.0130	tryp_X-275g09.p1c	1	10245	+	10245	8
Tb11.0820	tryp_XI-1152c10.p2kA602	5867	11290	-	5424	3230
Tb11.1460	tryp_XI-862d07.q2kd7148	1755	3395	-	1641	1
Tb11.1470	tryp_XI-862d07.q2kd7148	3740	14599	-	10860	144
Tb10.v4.0053	tryp_X-106b08.p1c	1	12505	-	12505	3062
Tb427.BES40.1	FM162566.1	1016	2041	+	1026	27
Tb427.BES40.2	FM162566.1	3584	4606	+	1023	89120
Tb427.BES40.3	FM162566.1	5937	7142	+	1206	126393
Tb427.BES40.4-pseudo	FM162566.1	10737	12171	+	1435	43814
Tb427.BES40.5-pseudo	FM162566.1	13942	14865	+	924	20475
Tb427.BES40.6	FM162566.1	15044	15418	+	375	5409
Tb427.BES40.7	FM162566.1	16866	20672	+	3807	38605
Tb427.BES40.8	FM162566.1	21730	22467	+	738	29921
Tb427.BES40.9	FM162566.1	25658	27688	+	2031	13174
Tb427.BES40.10	FM162566.1	28645	29751	+	1107	24451
Tb427.BES40.11	FM162566.1	29930	30304	+	375	4907
Tb427.BES40.12	FM162566.1	31062	31484	+	423	5663
Tb427.BES40.13	FM162566.1	31752	35558	+	3807	26338
Tb427.BES40.14	FM162566.1	36446	38338	+	1893	22328
Tb427.BES40.15	FM162566.1	39072	41102	+	2031	12292
Tb427.BES40.16	FM162566.1	42059	43165	+	1107	19686
Tb427.BES40.17	FM162566.1	43344	43718	+	375	4246
Tb427.BES40.18	FM162566.1	45432	46844	+	1413	28825
Tb427.BES40.19-pseudo	FM162566.1	47040	47613	+	574	8060
Tb427.BES40.20	FM162566.1	47876	48865	+	990	31272
Tb427.BES40.21-pseudo	FM162566.1	50987	52348	+	1362	284
mainVSG-427-2	FM162566.1	57079	58509	+	1431	779883
Tb427.BES129.1	FM162567.1	1005	1799	+	795	1351
Tb427.BES129.2	FM162567.1	3533	4555	+	1023	17653
Tb427.BES129.3	FM162567.1	5886	6908	+	1023	14821
Tb427.BES129.4	FM162567.1	8239	9444	+	1206	24790
Tb427.BES129.5	FM162567.1	13248	14483	+	1236	27460
Tb427.BES129.6-pseudo	FM162567.1	16158	17174	+	1017	1724
Tb427.BES129.7	FM162567.1	19176	22982	+	3807	4120
Tb427.BES129.8	FM162567.1	24044	24781	+	738	8713
Tb427.BES129.9	FM162567.1	27973	29865	+	1893	5706
Tb427.BES129.10	FM162567.1	30822	31928	+	1107	1268
Tb427.BES129.11	FM162567.1	34205	35629	+	1425	3562
Tb427.BES129.12-pseudo	FM162567.1	35907	36404	+	498	501
Tb427.BES129.13	FM162567.1	36664	37650	+	987	602
VSG-427-9MITat-1	FM162567.1	48755	50338	+	1584	17
12S-rRNA	M94286.1	1364	2512	+	1149	106
9S-rRNA	M94286.1	2542	3152	+	611	119
ND7	M94286.1	4066	4767	+	702	9749
COIII	M94286.1	4768	5206	+	439	38353
Cyb	M94286.1	5275	6354	+	1080	1323
MURF4	M94286.1	6397	6765	+	369	4001
MURF1	M94286.1	6839	8075	-	1237	146
ND1	M94286.1	8166	9122	-	957	477
COII	M94286.1	9111	9736	+	626	101
MURF2	M94286.1	9775	10815	-	1041	47
COI	M94286.1	10712	12445	-	1734	1739
ND4	M94286.1	12780	14090	+	1311	757
RPS12	M94286.1	14310	14481	+	172	3307
ND5	M94286.1	14490	16259	+	1770	223
M15321Trypanosoma-brucei-organelle-M15321	M15321.1	1	1001	+	1001	4
L25590Trypanosoma-brucei-organelle-L25590	L25590.1	1	481	+	481	6
L25588Trypanosoma-brucei-organelle-L25588	L25588.1	1	1014	+	1014	6
L25589Trypanosoma-brucei-organelle-L25589	L25589.1	1	1012	+	1012	22
Tb427VSG-0	fake_vsgs	100	1516	+	1417	0
Tb427VSG-1	fake_vsgs	1616	3095	+	1480	1
Tb427VSG-2	fake_vsgs	3195	4626	+	1432	473243
Tb427VSG-3	fake_vsgs	4726	6256	+	1531	15
Tb427VSG-4	fake_vsgs	6356	7937	+	1582	0
Tb427VSG-5	fake_vsgs	8037	9462	+	1426	2
Tb427VSG-6	fake_vsgs	9562	11152	+	1591	46
Tb427VSG-7	fake_vsgs	11252	12719	+	1468	0
Tb427VSG-8	fake_vsgs	12819	14220	+	1402	124
Tb427VSG-9	fake_vsgs	14320	15904	+	1585	5
Tb427VSG-11	fake_vsgs	16004	17561	+	1558	75
Tb427VSG-12	fake_vsgs	17661	19167	+	1507	1
Tb427VSG-13	fake_vsgs	19267	20767	+	1501	7
Tb427VSG-14	fake_vsgs	20867	22334	+	1468	411
Tb427VSG-15	fake_vsgs	22434	24048	+	1615	80
Tb427VSG-16	fake_vsgs	24148	25597	+	1450	4
Tb427VSG-17	fake_vsgs	25697	27212	+	1516	25
Tb427VSG-18	fake_vsgs	27312	28893	+	1582	46
Tb427VSG-19	fake_vsgs	28993	30463	+	1471	0
Tb427VSG-21	fake_vsgs	30563	31994	+	1432	12
Tb427VSG-23	fake_vsgs	32094	33636	+	1543	0
Tb427VSG-24	fake_vsgs	33736	35245	+	1510	0
Tb427VSG-30	fake_vsgs	35345	36545	+	1201	0
Tb427VSG-222	fake_vsgs	36645	38010	+	1366	0
Tb427VSG-25	fake_vsgs	38110	39622	+	1513	0
Tb427VSG-31	fake_vsgs	39722	41180	+	1459	0
Tb427VSG-299	fake_vsgs	41280	42186	+	907	34
Tb427VSG-301	fake_vsgs	42286	44035	+	1750	2
Tb427VSG-303	fake_vsgs	44135	45860	+	1726	0
Tb427VSG-304	fake_vsgs	45960	47679	+	1720	0
Tb427VSG-305	fake_vsgs	47779	49498	+	1720	1
Tb427VSG-306	fake_vsgs	49598	51311	+	1714	1
Tb427VSG-307	fake_vsgs	51411	53109	+	1699	0
Tb427VSG-308	fake_vsgs	53209	54901	+	1693	0
Tb427VSG-309	fake_vsgs	55001	56531	+	1531	0
Tb427VSG-310	fake_vsgs	56631	58206	+	1576	11
Tb427VSG-311	fake_vsgs	58306	59956	+	1651	0
Tb427VSG-312	fake_vsgs	60056	61700	+	1645	9
Tb427VSG-313	fake_vsgs	61800	63441	+	1642	0
Tb427VSG-314	fake_vsgs	63541	65176	+	1636	0
Tb427VSG-315	fake_vsgs	65276	66905	+	1630	0
Tb427VSG-316	fake_vsgs	67005	68628	+	1624	1
Tb427VSG-317	fake_vsgs	68728	70351	+	1624	2
Tb427VSG-318	fake_vsgs	70451	72068	+	1618	0
Tb427VSG-319	fake_vsgs	72168	73782	+	1615	7
Tb427VSG-320	fake_vsgs	73882	75496	+	1615	0
Tb427VSG-321	fake_vsgs	75596	77210	+	1615	0
Tb427VSG-322	fake_vsgs	77310	78828	+	1519	806
Tb427VSG-323	fake_vsgs	78928	80542	+	1615	0
Tb427VSG-324	fake_vsgs	80642	82253	+	1612	1
Tb427VSG-325	fake_vsgs	82353	83964	+	1612	0
Tb427VSG-326	fake_vsgs	84064	85675	+	1612	27
Tb427VSG-327	fake_vsgs	85775	87386	+	1612	0
Tb427VSG-328	fake_vsgs	87486	88998	+	1513	2
Tb427VSG-329	fake_vsgs	89098	90703	+	1606	74
Tb427VSG-330	fake_vsgs	90803	92408	+	1606	0
Tb427VSG-331	fake_vsgs	92508	94110	+	1603	7
Tb427VSG-332	fake_vsgs	94210	95812	+	1603	0
Tb427VSG-333	fake_vsgs	95912	97511	+	1600	0
Tb427VSG-334	fake_vsgs	97611	99207	+	1597	0
Tb427VSG-335	fake_vsgs	99307	100903	+	1597	0
Tb427VSG-336	fake_vsgs	101003	102599	+	1597	0
Tb427VSG-337	fake_vsgs	102699	104295	+	1597	0
Tb427VSG-338	fake_vsgs	104395	105988	+	1594	0
Tb427VSG-339	fake_vsgs	106088	107678	+	1591	0
Tb427VSG-340	fake_vsgs	107778	109368	+	1591	0
Tb427VSG-341	fake_vsgs	109468	111058	+	1591	0
Tb427VSG-342	fake_vsgs	111158	112745	+	1588	1
Tb427VSG-343	fake_vsgs	112845	114432	+	1588	1
Tb427VSG-344	fake_vsgs	114532	116119	+	1588	0
Tb427VSG-345	fake_vsgs	116219	117803	+	1585	5
Tb427VSG-346	fake_vsgs	117903	119487	+	1585	0
Tb427VSG-347	fake_vsgs	119587	121171	+	1585	19
Tb427VSG-348	fake_vsgs	121271	122855	+	1585	1
Tb427VSG-349	fake_vsgs	122955	124539	+	1585	7
Tb427VSG-350	fake_vsgs	124639	126223	+	1585	17
Tb427VSG-351	fake_vsgs	126323	127904	+	1582	0
Tb427VSG-352	fake_vsgs	128004	129585	+	1582	1
Tb427VSG-353	fake_vsgs	129685	131266	+	1582	0
Tb427VSG-354	fake_vsgs	131366	132944	+	1579	11
Tb427VSG-355	fake_vsgs	133044	134622	+	1579	11
Tb427VSG-356	fake_vsgs	134722	136300	+	1579	0
Tb427VSG-357	fake_vsgs	136400	137927	+	1528	0
Tb427VSG-358	fake_vsgs	138027	139605	+	1579	0
Tb427VSG-359	fake_vsgs	139705	141283	+	1579	0
Tb427VSG-360	fake_vsgs	141383	142958	+	1576	1
Tb427VSG-361	fake_vsgs	143058	144633	+	1576	0
Tb427VSG-362	fake_vsgs	144733	146308	+	1576	1
Tb427VSG-363	fake_vsgs	146408	147983	+	1576	1
Tb427VSG-364	fake_vsgs	148083	149658	+	1576	4
Tb427VSG-365	fake_vsgs	149758	151333	+	1576	1
Tb427VSG-366	fake_vsgs	151433	153008	+	1576	2
Tb427VSG-367	fake_vsgs	153108	154680	+	1573	0
Tb427VSG-368	fake_vsgs	154780	156352	+	1573	3
Tb427VSG-369	fake_vsgs	156452	158024	+	1573	0
Tb427VSG-370	fake_vsgs	158124	159693	+	1570	0
Tb427VSG-371	fake_vsgs	159793	161362	+	1570	0
Tb427VSG-372	fake_vsgs	161462	163031	+	1570	0
Tb427VSG-373	fake_vsgs	163131	164700	+	1570	0
Tb427VSG-374	fake_vsgs	164800	166240	+	1441	2
Tb427VSG-375	fake_vsgs	166340	167906	+	1567	0
Tb427VSG-376	fake_vsgs	168006	169572	+	1567	0
Tb427VSG-377	fake_vsgs	169672	171238	+	1567	0
Tb427VSG-378	fake_vsgs	171338	172901	+	1564	0
Tb427VSG-379	fake_vsgs	173001	174594	+	1594	0
Tb427VSG-380	fake_vsgs	174694	176257	+	1564	0
Tb427VSG-381	fake_vsgs	176357	177920	+	1564	0
