# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-t" "CDS" "-g" "gene_id" "-a" "/tmp/1762.1.all.q/genomes/tb927_5/tb927_5.gtf" "-o" "/tmp/1762.1.all.q/B_sub_3/counts_CDS.txt" "/tmp/1762.1.all.q/B_sub_3/B_sub_3_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/1762.1.all.q/B_sub_3/B_sub_3_sorted.bam
Tb09.v4.0171	tryp_IXb-68a05.p2k3050;tryp_IXb-68a05.p2k3050	34442;35481	35467;35903	+;+	1449	0
Tb09.v4.0172	tryp_IXb-68a05.p2k3050;tryp_IXb-68a05.p2k3050	36634;37326	37321;37606	+;+	969	1
Tb09.v4.0173	tryp_IXb-68a05.p2k3050;tryp_IXb-68a05.p2k3050	38050;38991	38988;39542	+;+	1491	0
Tb09.v4.0174	tryp_IXb-68a05.p2k3050	41569	43143	+	1575	0
Tb09.v4.0175	tryp_IXb-68a05.p2k3050;tryp_IXb-68a05.p2k3050	44648;45523	45520;46104	+;+	1455	0
Tb09.v4.0176	tryp_IXb-68a05.p2k3050;tryp_IXb-68a05.p2k3050	47357;47955	47953;48107	+;+	750	0
Tb09.v4.0177	tryp_IXb-68a05.p2k3050	55961	57418	+	1458	0
Tb09.v4.0178	tryp_IXb-68a05.p2k3050;tryp_IXb-68a05.p2k3050	60320;61290	61288;61634	+;+	1314	0
Tb927.2.100	Tb927_02_v5.1	1683	4172	-	2490	18522
Tb927.2.160	Tb927_02_v5.1	11173	11535	+	363	96
Tb927.2.170	Tb927_02_v5.1	11937	16118	+	4182	2688
Tb927.2.200	Tb927_02_v5.1	20739	21830	+	1092	29387
Tb927.2.220	Tb927_02_v5.1	23837	24616	-	780	409
Tb927.2.240	Tb927_02_v5.1	25548	27572	-	2025	1312
Tb927.2.270	Tb927_02_v5.1	31017	32759	-	1743	1823
Tb927.2.280	Tb927_02_v5.1	35798	38167	-	2370	3359
Tb927.2.300	Tb927_02_v5.1	43077	45104	-	2028	7171
Tb927.2.340	Tb927_02_v5.1	46167	48743	-	2577	15600
Tb927.2.370	Tb927_02_v5.1	55836	58340	-	2505	10773
Tb927.2.380	Tb927_02_v5.1	61399	63768	-	2370	6281
Tb927.2.400	Tb927_02_v5.1	66766	69135	-	2370	2890
Tb927.2.420	Tb927_02_v5.1	74061	76088	-	2028	8753
Tb927.2.450	Tb927_02_v5.1	77151	79724	-	2574	12044
Tb927.2.460	Tb927_02_v5.1	83799	85775	-	1977	17960
Tb927.2.470	Tb927_02_v5.1	86881	89463	-	2583	6185
Tb927.2.480	Tb927_02_v5.1	91630	94083	-	2454	4138
Tb927.2.490	Tb927_02_v5.1	95003	96889	-	1887	6895
Tb927.2.510	Tb927_02_v5.1	98073	100586	-	2514	2793
Tb927.2.540	Tb927_02_v5.1	105673	107529	-	1857	12465
Tb927.2.560	Tb927_02_v5.1	108732	111269	-	2538	7913
Tb927.2.650	Tb927_02_v5.1	118830	119201	+	372	1498
Tb927.2.660	Tb927_02_v5.1	120231	123176	+	2946	654
Tb927.2.680	Tb927_02_v5.1	124625	125050	+	426	2037
Tb927.2.690	Tb927_02_v5.1	125379	128711	+	3333	1228
Tb927.2.720	Tb927_02_v5.1	133622	134059	+	438	86
Tb927.2.820	Tb927_02_v5.1	140725	142308	-	1584	12420
Tb927.2.830	Tb927_02_v5.1	143718	144773	-	1056	3526
Tb927.2.900	Tb927_02_v5.1	152344	152715	+	372	1587
Tb927.2.910	Tb927_02_v5.1	153734	156640	+	2907	578
Tb927.2.940	Tb927_02_v5.1	158161	158457	+	297	509
Tb927.2.950	Tb927_02_v5.1	158854	163038	+	4185	1357
Tb927.2.960	Tb927_02_v5.1	166269	166442	+	174	712
Tb927.2.980	Tb927_02_v5.1	167874	168341	+	468	898
Tb927.2.1050	Tb927_02_v5.1	174896	176335	-	1440	3422
Tb927.2.1060	Tb927_02_v5.1	177859	178311	-	453	19
Tb927.2.1080	Tb927_02_v5.1	179639	181663	-	2025	733
Tb927.2.1100	Tb927_02_v5.1	185099	186844	-	1746	840
Tb927.2.1110	Tb927_02_v5.1	187790	189616	-	1827	4344
Tb927.2.1120	Tb927_02_v5.1	190725	192860	-	2136	2480
Tb927.2.1130	Tb927_02_v5.1	196321	197055	-	735	347
Tb927.2.1140	Tb927_02_v5.1	197597	198616	-	1020	1719
Tb927.2.1150	Tb927_02_v5.1	201607	203037	-	1431	1616
Tb927.2.1160	Tb927_02_v5.1	203619	204608	-	990	384
Tb927.2.1170	Tb927_02_v5.1	205540	207567	-	2028	833
Tb927.2.1180	Tb927_02_v5.1	210947	212686	-	1740	2778
Tb927.2.1200	Tb927_02_v5.1	216900	218717	-	1818	11646
Tb927.2.1210	Tb927_02_v5.1	219959	222601	-	2643	4023
Tb927.2.1250	Tb927_02_v5.1	230037	230408	+	372	1138
Tb927.2.1260	Tb927_02_v5.1	231301	234354	+	3054	1611
Tb927.2.1290	Tb927_02_v5.1	235206	235442	+	237	54
Tb927.2.1310	Tb927_02_v5.1	236401	240744	+	4344	1110
Tb927.2.1330	Tb927_02_v5.1	245650	247458	+	1809	2134
Tb927.2.1344	Tb927_02_v5.1	248938	249150	+	213	46
Tb927.2.1350	Tb927_02_v5.1	249152	249667	-	516	66
Tb927.2.1380	Tb927_02_v5.1	254762	257272	+	2511	132
Tb927.2.1460	Tb927_02_v5.1	274787	275473	+	687	140
Tb927.2.1470	Tb927_02_v5.1	276948	277487	+	540	16
Tb927.2.1560	Tb927_02_v5.1	304670	305260	-	591	3285
Tb927.2.1600	Tb927_02_v5.1	306671	307603	-	933	1176
Tb927.2.1680	Tb927_02_v5.1	315689	316279	+	591	1843
Tb927.2.1700	Tb927_02_v5.1	317225	319513	+	2289	923
Tb927.2.1720	Tb927_02_v5.1	321287	321655	+	369	4021
Tb927.2.1730	Tb927_02_v5.1	321827	322639	+	813	2393
Tb927.2.1740	Tb927_02_v5.1	322763	323380	+	618	193
Tb927.2.1760	Tb927_02_v5.1	325391	327799	+	2409	1595
Tb927.2.1770	Tb927_02_v5.1	328427	328699	+	273	1377
Tb927.2.1780	Tb927_02_v5.1	328979	330346	+	1368	1511
Tb927.2.1790	Tb927_02_v5.1	330815	331162	+	348	2420
Tb927.2.1800	Tb927_02_v5.1	331701	334781	+	3081	910
Tb927.2.1810	Tb927_02_v5.1	335476	338958	+	3483	885
Tb927.2.1820	Tb927_02_v5.1	339808	341673	+	1866	59
Tb927.2.1850	Tb927_02_v5.1	345063	346475	+	1413	2733
Tb927.2.1860	Tb927_02_v5.1	347030	349648	+	2619	1426
Tb927.2.1890	Tb927_02_v5.1	350887	351765	+	879	2146
Tb927.2.1920	Tb927_02_v5.1	354730	356196	+	1467	1254
Tb927.2.2015	Tb927_02_v5.1	386880	386954	-	75	1122
Tb927.2.2020	Tb927_02_v5.1	387550	388701	-	1152	3324
Tb927.2.2029	Tb927_02_v5.1	389045	389698	-	654	963
Tb927.2.2060	Tb927_02_v5.1	393056	394390	-	1335	218
Tb927.2.2070	Tb927_02_v5.1	397335	397808	-	474	720
Tb927.2.2090	Tb927_02_v5.1	398870	401806	-	2937	8897
Tb927.2.2120	Tb927_02_v5.1	403883	405244	-	1362	763
Tb927.2.2130	Tb927_02_v5.1	407314	408006	-	693	1103
Tb927.2.2140	Tb927_02_v5.1	409057	409383	-	327	1734
Tb927.2.2160	Tb927_02_v5.1	411632	412621	-	990	942
Tb927.2.2180	Tb927_02_v5.1	413666	414436	-	771	1527
Tb927.2.2190	Tb927_02_v5.1	416563	418620	-	2058	720
Tb927.2.2200	Tb927_02_v5.1	419666	420238	-	573	997
Tb927.2.2210	Tb927_02_v5.1	420517	423636	-	3120	2040
Tb927.2.2220	Tb927_02_v5.1	424198	425139	-	942	1041
Tb927.2.2230	Tb927_02_v5.1	425903	427069	-	1167	2363
Tb927.2.2240	Tb927_02_v5.1	427699	431358	-	3660	1260
Tb927.2.2260	Tb927_02_v5.1	433365	446198	-	12834	167
Tb927.2.2270	Tb927_02_v5.1	447296	447985	-	690	3571
Tb927.2.2320	Tb927_02_v5.1	451021	451488	-	468	86
Tb927.2.2340	Tb927_02_v5.1	452560	456183	-	3624	79
Tb927.2.2360	Tb927_02_v5.1	457924	459966	-	2043	261
Tb927.2.2370	Tb927_02_v5.1	460801	465000	-	4200	1187
Tb927.2.2380	Tb927_02_v5.1	465830	468454	-	2625	1332
Tb927.2.2390	Tb927_02_v5.1	469406	469891	-	486	1563
Tb927.2.2400	Tb927_02_v5.1	471226	473475	-	2250	635
Tb927.2.2410	Tb927_02_v5.1	473951	475894	-	1944	1369
Tb927.2.2430	Tb927_02_v5.1	478293	479411	-	1119	484
Tb927.2.2440	Tb927_02_v5.1	480609	482150	-	1542	3809
Tb927.2.2450	Tb927_02_v5.1	482753	484051	-	1299	2066
Tb927.2.2460	Tb927_02_v5.1	486394	486990	-	597	458
Tb927.2.2470	Tb927_02_v5.1	487442	489730	-	2289	1363
Tb927.2.2490	Tb927_02_v5.1	491051	491881	-	831	750
Tb927.2.2500	Tb927_02_v5.1	492455	493300	-	846	2539
Tb927.2.2510	Tb927_02_v5.1	494285	495097	-	813	1787
Tb927.2.2520	Tb927_02_v5.1	495601	496413	-	813	2102
Tb927.2.2530	Tb927_02_v5.1	497929	500241	-	2313	1167
Tb927.2.2540	Tb927_02_v5.1	500796	501335	-	540	2019
Tb927.2.2550	Tb927_02_v5.1	501836	503563	-	1728	1106
Tb927.2.2570	Tb927_02_v5.1	504177	504677	-	501	591
Tb927.2.2580	Tb927_02_v5.1	507090	510263	-	3174	717
Tb927.2.2590	Tb927_02_v5.1	511041	511358	-	318	1903
Tb927.2.2650	Tb927_02_v5.1	519905	530194	+	10290	1299
Tb927.2.2670	Tb927_02_v5.1	531130	531432	+	303	1009
Tb927.2.2720	Tb927_02_v5.1	533630	538135	+	4506	479
Tb927.2.2770	Tb927_02_v5.1	541346	541723	+	378	273
Tb927.2.2830	Tb927_02_v5.1	546712	547638	+	927	677
Tb927.2.2860	Tb927_02_v5.1	548825	549931	+	1107	1626
Tb927.2.2880	Tb927_02_v5.1	551545	552846	+	1302	991
Tb927.2.2900	Tb927_02_v5.1	554106	554648	+	543	1640
Tb927.2.2910	Tb927_02_v5.1	555027	556244	+	1218	4354
Tb927.2.2920	Tb927_02_v5.1	556982	558328	+	1347	1139
Tb927.2.2940	Tb927_02_v5.1	559608	560507	+	900	2154
Tb927.2.2950	Tb927_02_v5.1	560909	563776	+	2868	2280
Tb927.2.2970	Tb927_02_v5.1	564310	565248	+	939	248
Tb927.2.2990	Tb927_02_v5.1	567526	569217	+	1692	3222
Tb927.2.3000	Tb927_02_v5.1	569459	570715	+	1257	2840
Tb927.2.3020	Tb927_02_v5.1	571241	574339	+	3099	2377
Tb927.2.3030	Tb927_02_v5.1	575019	577457	+	2439	1038
Tb927.2.3055	Tb927_02_v5.1	578251	578454	+	204	395
Tb927.2.3080	Tb927_02_v5.1	579287	580513	+	1227	291
Tb927.2.3090	Tb927_02_v5.1	581270	581815	+	546	299
Tb927.2.3160	Tb927_02_v5.1	585576	586865	+	1290	2665
Tb927.2.3180	Tb927_02_v5.1	587698	590709	+	3012	1296
Tb927.2.3190	Tb927_02_v5.1	591980	592447	+	468	1230
Tb927.2.3270	Tb927_02_v5.1	598050	599360	+	1311	1746
Tb927.2.3280	Tb927_02_v5.1	601594	602904	+	1311	3139
Tb927.2.3290	Tb927_02_v5.1	605140	606450	+	1311	795
Tb927.2.3300	Tb927_02_v5.1	608681	609991	+	1311	848
Tb927.2.3310	Tb927_02_v5.1	612224	613534	+	1311	1689
Tb927.2.3320	Tb927_02_v5.1	615766	617079	+	1314	3831
Tb927.2.3330	Tb927_02_v5.1	617621	618112	+	492	301
Tb927.2.3340	Tb927_02_v5.1	619489	620136	-	648	969
Tb927.2.3370	Tb927_02_v5.1	623669	624802	-	1134	918
Tb927.2.3390	Tb927_02_v5.1	626205	628490	-	2286	872
Tb927.2.3400	Tb927_02_v5.1	628937	629941	-	1005	5998
Tb927.2.3420	Tb927_02_v5.1	630426	630701	-	276	2180
Tb927.2.3440	Tb927_02_v5.1	631650	632471	-	822	1475
Tb927.2.3460	Tb927_02_v5.1	633649	634491	-	843	2425
Tb927.2.3480	Tb927_02_v5.1	635582	636727	-	1146	2932
Tb927.2.3580	Tb927_02_v5.1	641498	642901	-	1404	292
Tb927.2.3610	Tb927_02_v5.1	645155	645589	-	435	2273
Tb927.2.3620	Tb927_02_v5.1	646502	648919	-	2418	1490
Tb927.2.3660	Tb927_02_v5.1	650279	661012	-	10734	399
Tb927.2.3720	Tb927_02_v5.1	664928	665683	-	756	136
Tb927.2.3730	Tb927_02_v5.1	666967	668730	-	1764	1166
Tb927.2.3750	Tb927_02_v5.1	669478	671694	-	2217	646
Tb927.2.3780	Tb927_02_v5.1	672844	675345	-	2502	1967
Tb927.2.3800	Tb927_02_v5.1	677639	679117	-	1479	1253
Tb927.2.3880	Tb927_02_v5.1	686755	688218	-	1464	45
Tb927.2.3910	Tb927_02_v5.1	691133	692635	-	1503	564
Tb927.2.3920	Tb927_02_v5.1	693070	693555	-	486	1210
Tb927.2.3930	Tb927_02_v5.1	694402	696840	-	2439	571
Tb927.2.3960	Tb927_02_v5.1	697557	698249	-	693	1402
Tb927.2.3970	Tb927_02_v5.1	698588	699499	-	912	2835
Tb927.2.3990	Tb927_02_v5.1	700707	703883	-	3177	1556
Tb927.2.4000	Tb927_02_v5.1	704440	707118	-	2679	1124
Tb927.2.4020	Tb927_02_v5.1	707607	709418	-	1812	1396
Tb927.2.4050	Tb927_02_v5.1	710848	714564	-	3717	722
Tb927.2.4060	Tb927_02_v5.1	715419	718013	-	2595	1213
Tb927.2.4090	Tb927_02_v5.1	718655	719467	-	813	2056
Tb927.2.4110	Tb927_02_v5.1	720227	721636	-	1410	3048
Tb927.2.4130	Tb927_02_v5.1	722501	724912	-	2412	1883
Tb927.2.4140	Tb927_02_v5.1	726265	728454	-	2190	1135
Tb927.2.4150	Tb927_02_v5.1	729162	730121	-	960	1326
Tb927.2.4160	Tb927_02_v5.1	730705	733212	-	2508	1833
Tb927.2.4200	Tb927_02_v5.1	736855	739968	-	3114	135
Tb927.2.4210	Tb927_02_v5.1	741129	742706	-	1578	947
Tb927.2.4230	Tb927_02_v5.1	743768	754711	-	10944	1634
Tb927.2.4240	Tb927_02_v5.1	755907	757010	-	1104	1457
Tb927.2.4280	Tb927_02_v5.1	759933	763061	-	3129	366
Tb927.2.4330	Tb927_02_v5.1	765111	767399	-	2289	835
Tb927.2.4340	Tb927_02_v5.1	767903	769195	-	1293	1832
Tb927.2.4370	Tb927_02_v5.1	771007	772890	-	1884	987
Tb927.2.4380	Tb927_02_v5.1	773373	774608	-	1236	567
Tb927.2.4390	Tb927_02_v5.1	775166	777424	-	2259	816
Tb927.2.4400	Tb927_02_v5.1	777988	781533	-	3546	611
Tb927.2.4410	Tb927_02_v5.1	783514	784188	-	675	1116
Tb927.2.4420	Tb927_02_v5.1;Tb927_02_v5.1	784976;784976	785863;786109	-;-	1134	2226
Tb927.2.4440	Tb927_02_v5.1	786876	787589	-	714	1641
Tb927.2.4445	Tb927_02_v5.1	787612	788013	-	402	1065
Tb927.2.4460	Tb927_02_v5.1	788939	790729	-	1791	1320
Tb927.2.4470	Tb927_02_v5.1	791428	793812	-	2385	1022
Tb927.2.4480	Tb927_02_v5.1	794858	795448	-	591	2511
Tb927.2.4510	Tb927_02_v5.1	798058	800382	-	2325	2251
Tb927.2.4520	Tb927_02_v5.1	801493	805257	-	3765	1951
Tb927.2.4530	Tb927_02_v5.1	806089	806802	-	714	1162
Tb927.2.4540	Tb927_02_v5.1	807578	807907	-	330	2096
Tb927.2.4550	Tb927_02_v5.1	808636	811353	-	2718	1965
Tb927.2.4560	Tb927_02_v5.1	812051	813739	-	1689	1898
Tb927.2.4580	Tb927_02_v5.1	815788	816378	-	591	1117
Tb927.2.4590	Tb927_02_v5.1	818321	819424	-	1104	750
Tb927.2.4610	Tb927_02_v5.1	820160	821263	-	1104	486
Tb927.2.4620	Tb927_02_v5.1	822036	822674	-	639	729
Tb927.2.4650	Tb927_02_v5.1	823490	824251	-	762	1311
Tb927.2.4670	Tb927_02_v5.1	825688	826851	-	1164	950
Tb927.2.4680	Tb927_02_v5.1	827922	829157	-	1236	714
Tb927.2.4700	Tb927_02_v5.1	831155	831610	-	456	492
Tb927.2.4710	Tb927_02_v5.1	834116	835441	-	1326	887
Tb927.2.4720	Tb927_02_v5.1	838137	840413	-	2277	340
Tb927.2.4740	Tb927_02_v5.1	840842	841870	-	1029	2269
Tb927.2.4750	Tb927_02_v5.1	842413	843393	-	981	1989
Tb927.2.4760	Tb927_02_v5.1	844902	845999	-	1098	845
Tb927.2.4780	Tb927_02_v5.1	847104	849926	-	2823	2307
Tb927.2.4795	Tb927_02_v5.1	850515	850682	-	168	3730
Tb927.2.4800	Tb927_02_v5.1	851134	852207	-	1074	3618
Tb927.2.4810	Tb927_02_v5.1	853040	857062	-	4023	9896
Tb927.2.4830	Tb927_02_v5.1	858279	859289	-	1011	1433
Tb927.2.4840	Tb927_02_v5.1	859870	860310	-	441	1745
Tb927.2.4850	Tb927_02_v5.1	861375	862133	-	759	4822
Tb927.2.4870	Tb927_02_v5.1	862654	863562	-	909	3376
Tb927.2.4890	Tb927_02_v5.1	863965	864993	-	1029	2404
Tb927.2.4900	Tb927_02_v5.1	865536	866516	-	981	1467
Tb927.2.4920	Tb927_02_v5.1	868049	869104	-	1056	1056
Tb927.2.4925	Tb927_02_v5.1	869998	870105	-	108	509
Tb927.2.4930	Tb927_02_v5.1	871088	871825	-	738	1047
Tb927.2.4950	Tb927_02_v5.1	872188	876462	-	4275	1014
Tb927.2.4970	Tb927_02_v5.1	877244	878971	-	1728	2146
Tb927.2.4980	Tb927_02_v5.1	879548	880387	-	840	2764
Tb927.2.4990	Tb927_02_v5.1	880788	883274	-	2487	1389
Tb927.2.5000	Tb927_02_v5.1	884008	885228	-	1221	637
Tb927.2.5010	Tb927_02_v5.1	886019	887521	-	1503	3395
Tb927.2.5020	Tb927_02_v5.1	887785	889971	-	2187	2303
Tb927.2.5030	Tb927_02_v5.1	890406	892553	-	2148	2411
Tb927.2.5040	Tb927_02_v5.1	892875	893402	-	528	1722
Tb927.2.5050	Tb927_02_v5.1	894053	895012	-	960	2262
Tb927.2.5060	Tb927_02_v5.1	895261	896445	-	1185	5135
Tb927.2.5070	Tb927_02_v5.1	896659	897177	-	519	1316
Tb927.2.5080	Tb927_02_v5.1	897388	898797	-	1410	4199
Tb927.2.5120	Tb927_02_v5.1	905713	906378	+	666	2545
Tb927.2.5130	Tb927_02_v5.1	906606	907778	+	1173	5597
Tb927.2.5140	Tb927_02_v5.1	907943	908392	+	450	3482
Tb927.2.5150	Tb927_02_v5.1	909185	910654	+	1470	4864
Tb927.2.5160	Tb927_02_v5.1	910854	912056	+	1203	3028
Tb927.2.5180	Tb927_02_v5.1	912630	913649	+	1020	2324
Tb927.2.5190	Tb927_02_v5.1	913855	914541	+	687	1644
Tb927.2.5200	Tb927_02_v5.1	915057	917198	+	2142	2198
Tb927.2.5210	Tb927_02_v5.1	917459	918184	+	726	3805
Tb927.2.5220	Tb927_02_v5.1	918441	919496	+	1056	2636
Tb927.2.5230	Tb927_02_v5.1	919979	920818	+	840	2008
Tb927.2.5240	Tb927_02_v5.1	921221	922750	+	1530	4817
Tb927.2.5250	Tb927_02_v5.1	923104	924285	+	1182	4012
Tb927.2.5260	Tb927_02_v5.1	924577	924951	+	375	3446
Tb927.2.5270	Tb927_02_v5.1	925431	938171	+	12741	1760
Tb927.2.5280	Tb927_02_v5.1	939191	941299	+	2109	910
Tb927.2.5290	Tb927_02_v5.1	942660	943763	+	1104	547
Tb927.2.5300	Tb927_02_v5.1	944594	945691	+	1098	661
Tb927.2.5310	Tb927_02_v5.1	946522	947610	+	1089	1122
Tb927.2.5320	Tb927_02_v5.1	948441	949535	+	1095	552
Tb927.2.5330	Tb927_02_v5.1	950366	951475	+	1110	575
Tb927.2.5340	Tb927_02_v5.1	952306	953415	+	1110	384
Tb927.2.5350	Tb927_02_v5.1	954246	955355	+	1110	843
Tb927.2.5360	Tb927_02_v5.1	956186	957295	+	1110	949
Tb927.2.5384	Tb927_02_v5.1	959690	960865	+	1176	102
Tb927.2.5410	Tb927_02_v5.1	962670	966515	-	3846	1044
Tb927.2.5440	Tb927_02_v5.1	968688	971330	-	2643	1109
Tb927.2.5480	Tb927_02_v5.1	974913	977207	-	2295	592
Tb927.2.5500	Tb927_02_v5.1	978941	979585	-	645	973
Tb927.2.5530	Tb927_02_v5.1	981617	986185	-	4569	819
Tb927.2.5540	Tb927_02_v5.1	988011	994193	-	6183	840
Tb927.2.5600	Tb927_02_v5.1	1000506	1006688	+	6183	726
Tb927.2.5610	Tb927_02_v5.1	1008515	1013083	+	4569	760
Tb927.2.5630	Tb927_02_v5.1	1015115	1015759	+	645	997
Tb927.2.5650	Tb927_02_v5.1	1017505	1019799	+	2295	607
Tb927.2.5660	Tb927_02_v5.1	1021719	1022501	+	783	1423
Tb927.2.5710	Tb927_02_v5.1	1026758	1027351	+	594	11
Tb927.2.5720	Tb927_02_v5.1	1028398	1028763	+	366	41
Tb927.2.5750	Tb927_02_v5.1	1031968	1033629	+	1662	4009
Tb927.2.5760	Tb927_02_v5.1	1034074	1043301	+	9228	292
Tb927.2.5800	Tb927_02_v5.1	1046357	1047355	+	999	2227
Tb927.2.5810	Tb927_02_v5.1	1048219	1052850	+	4632	3199
Tb927.2.5820	Tb927_02_v5.1	1053845	1057090	+	3246	958
Tb927.2.5830	Tb927_02_v5.1	1057534	1058457	+	924	2979
Tb927.2.5850	Tb927_02_v5.1	1058748	1059083	+	336	2685
Tb927.2.5860	Tb927_02_v5.1	1059596	1063324	+	3729	123
Tb927.2.5870	Tb927_02_v5.1	1064576	1069342	+	4767	241
Tb927.2.5890	Tb927_02_v5.1	1071806	1073164	+	1359	2265
Tb927.2.5900	Tb927_02_v5.1	1073575	1076748	+	3174	1176
Tb927.2.5910	Tb927_02_v5.1	1077046	1077501	+	456	12174
Tb927.2.5930	Tb927_02_v5.1	1078178	1079749	+	1572	4232
Tb927.2.5950	Tb927_02_v5.1	1080291	1081883	+	1593	1900
Tb927.2.5970	Tb927_02_v5.1	1082354	1083616	+	1263	1695
Tb927.2.5980	Tb927_02_v5.1	1084458	1087070	+	2613	1107
Tb927.2.6000	Tb927_02_v5.1	1088353	1089429	+	1077	1376
Tb927.2.6050	Tb927_02_v5.1	1092934	1095501	+	2568	2175
Tb927.2.6070	Tb927_02_v5.1	1096360	1097217	+	858	3044
Tb927.2.6080	Tb927_02_v5.1	1097579	1099165	+	1587	2959
Tb927.2.6090	Tb927_02_v5.1	1099561	1099881	+	321	7289
Tb927.2.6100	Tb927_02_v5.1	1100463	1101926	+	1464	3129
Tb927.2.6130	Tb927_02_v5.1	1102733	1105753	+	3021	1406
Tb927.2.6150	Tb927_02_v5.1	1107481	1108869	+	1389	1513
Tb927.2.6180	Tb927_02_v5.1	1114587	1115546	+	960	3001
Tb927.2.6200	Tb927_02_v5.1	1117941	1119335	+	1395	689
Tb927.2.6210	Tb927_02_v5.1	1125003	1125962	+	960	1132
Tb927.2.6220	Tb927_02_v5.1	1128353	1129741	+	1389	2314
Tb927.2.6230	Tb927_02_v5.1	1135099	1136058	+	960	5
Tb927.2.6240	Tb927_02_v5.1	1138452	1139843	+	1392	74
Tb927.2.6270	Tb927_02_v5.1	1145623	1146582	+	960	3
Tb927.2.6280	Tb927_02_v5.1	1148974	1150374	+	1401	42
Tb927.2.6310	Tb927_02_v5.1	1156168	1157127	+	960	0
Tb927.2.6320	Tb927_02_v5.1	1159520	1160908	+	1389	1137
Tb927.2.6350	Tb927_02_v5.1	1166451	1167905	+	1455	363
Tb927.2.6372	Tb927_02_v5.1;Tb927_02_v5.1	1173870;1174091	1174088;1175092	-;-	1221	4
Tb927.2.6375	Tb927_02_v5.1;Tb927_02_v5.1	1175359;1176066	1176063;1176353	-;-	993	0
Tb927.2.6380	Tb927_02_v5.1	1178158	1179708	-	1551	1
Tb927.2.6390	Tb927_02_v5.1	1180816	1182456	-	1641	0
Tb927.2.6400	Tb927_02_v5.1	1182696	1183604	-	909	19
Tb927.2.6404	Tb927_02_v5.1	1183907	1184890	-	984	1
Tb927.2.6410	Tb927_02_v5.1	1186058	1187488	-	1431	0
Tb927.2.6430	Tb927_02_v5.1	1189121	1190683	-	1563	0
Tb927.2.6435	Tb927_02_v5.1	1192652	1193947	-	1296	1
Tb05.5K5.10	5K5_v5.1	3	74	-	72	7
Tb05.5K5.20	5K5_v5.1	479	1756	-	1278	1255
Tb05.5K5.30	5K5_v5.1	5482	7392	-	1911	249
Tb05.5K5.40	5K5_v5.1	8556	8963	-	408	710
Tb05.5K5.50	5K5_v5.1	9419	10717	-	1299	1049
Tb05.5K5.60	5K5_v5.1	11056	11712	-	657	1967
Tb05.5K5.70	5K5_v5.1	12216	14114	-	1899	2124
Tb05.5K5.80	5K5_v5.1	15063	16118	-	1056	631
Tb05.5K5.90	5K5_v5.1	16499	16771	-	273	567
Tb05.5K5.100	5K5_v5.1	17609	18118	-	510	967
Tb05.5K5.110	5K5_v5.1	18945	21461	-	2517	928
Tb05.5K5.120	5K5_v5.1	22806	25343	-	2538	509
Tb05.5K5.130	5K5_v5.1	25819	27558	-	1740	3926
Tb05.5K5.140	5K5_v5.1	27867	28289	-	423	1272
Tb05.5K5.150	5K5_v5.1	28569	29153	-	585	1688
Tb05.5K5.160	5K5_v5.1	30086	32866	-	2781	2835
Tb05.5K5.170	5K5_v5.1	33091	33864	-	774	1680
Tb05.5K5.180	5K5_v5.1	43448	47179	+	3732	640
Tb05.5K5.190	5K5_v5.1	49990	53721	+	3732	946
Tb05.5K5.200	5K5_v5.1	55997	57547	+	1551	749
Tb05.5K5.210	5K5_v5.1	58827	61283	+	2457	638
Tb05.5K5.220	5K5_v5.1	65890	68346	+	2457	686
Tb05.5K5.230	5K5_v5.1	69567	70007	+	441	844
Tb05.5K5.240	5K5_v5.1	70491	71678	+	1188	839
Tb05.5K5.250	5K5_v5.1	73416	73871	+	456	143
Tb05.5K5.260	5K5_v5.1	76318	77355	+	1038	83
Tb05.5K5.270	5K5_v5.1	78375	79256	+	882	1936
Tb05.5K5.280	5K5_v5.1	82316	83290	+	975	1042
Tb05.5K5.290	5K5_v5.1	85390	86076	-	687	112
Tb05.5K5.300	5K5_v5.1	88020	89645	-	1626	24
Tb05.5K5.310	5K5_v5.1	89861	90997	-	1137	8
Tb05.5K5.320	5K5_v5.1	92058	93524	-	1467	0
Tb05.5K5.330	5K5_v5.1	95867	97411	-	1545	1
Tb05.5K5.340	5K5_v5.1	99284	100894	-	1611	0
Tb05.5K5.350	5K5_v5.1	101144	102241	-	1098	0
Tb05.5K5.360	5K5_v5.1	102882	104444	-	1563	0
Tb05.5K5.370	5K5_v5.1	106286	107920	-	1635	0
Tb05.5K5.380	5K5_v5.1	108989	110575	-	1587	0
Tb05.5K5.390	5K5_v5.1	112251	113741	-	1491	1
Tb05.5K5.400	5K5_v5.1	117344	118546	-	1203	2
Tb05.5K5.410	5K5_v5.1	120462	122033	-	1572	0
Tb05.5K5.420	5K5_v5.1	122167	123255	-	1089	19
Tb05.5K5.430	5K5_v5.1	124429	125868	-	1440	0
Tb05.5K5.440	5K5_v5.1	127693	129411	-	1719	0
Tb05.5K5.450	5K5_v5.1	131259	132734	-	1476	0
Tb05.5K5.460	5K5_v5.1	134559	136277	-	1719	0
Tb05.5K5.470	5K5_v5.1	138184	139749	-	1566	117
